DATE,DGS3MO
1996-03-01,5.0976190476190476
1996-04-01,5.0877272727272727
1996-05-01,5.1536363636363636
1996-06-01,5.2315000000000000
1996-07-01,5.2981818181818182
1996-08-01,5.1890909090909091
1996-09-01,5.2375000000000000
1996-10-01,5.1231818181818182
1996-11-01,5.1694736842105263
1996-12-01,5.0404761904761905
1997-01-01,5.1657142857142857
1997-02-01,5.1421052631578947
1997-03-01,5.2845000000000000
1997-04-01,5.3045454545454545
1997-05-01,5.1966666666666667
1997-06-01,5.0709523809523810
1997-07-01,5.1945454545454545
1997-08-01,5.2795238095238095
1997-09-01,5.0847619047619048
1997-10-01,5.1127272727272727
1997-11-01,5.2811111111111111
1997-12-01,5.3045454545454545
1998-01-01,5.1790000000000000
1998-02-01,5.2300000000000000
1998-03-01,5.1618181818181818
1998-04-01,5.0828571428571429
1998-05-01,5.1400000000000000
1998-06-01,5.1240909090909091
1998-07-01,5.0945454545454545
1998-08-01,5.0409523809523810
1998-09-01,4.7390476190476190
1998-10-01,4.0704761904761905
1998-11-01,4.5310526315789474
1998-12-01,4.4968181818181818
1999-01-01,4.4463157894736842
1999-02-01,4.5552631578947368
1999-03-01,4.5665217391304348
1999-04-01,4.4090909090909091
1999-05-01,4.6310000000000000
1999-06-01,4.7154545454545455
1999-07-01,4.6857142857142857
1999-08-01,4.8736363636363636
1999-09-01,4.8223809523809524
1999-10-01,5.0185000000000000
1999-11-01,5.2275000000000000
1999-12-01,5.3568181818181818
2000-01-01,5.4990000000000000
2000-02-01,5.7270000000000000
2000-03-01,5.8639130434782609
2000-04-01,5.8215789473684211
2000-05-01,5.9945454545454545
2000-06-01,5.8618181818181818
2000-07-01,6.1425000000000000
2000-08-01,6.2773913043478261
2000-09-01,6.1750000000000000
2000-10-01,6.2947619047619048
2000-11-01,6.3561904761904762
2000-12-01,5.9370000000000000
2001-01-01,5.2852380952380952
2001-02-01,5.0052631578947368
2001-03-01,4.5354545454545455
2001-04-01,3.9660000000000000
2001-05-01,3.7031818181818182
2001-06-01,3.5652380952380952
2001-07-01,3.5933333333333333
2001-08-01,3.4378260869565217
2001-09-01,2.6923529411764706
2001-10-01,2.1977272727272727
2001-11-01,1.9065000000000000
2001-12-01,1.7200000000000000
2002-01-01,1.6847619047619048
2002-02-01,1.7568421052631579
2002-03-01,1.8250000000000000
2002-04-01,1.7450000000000000
2002-05-01,1.7604545454545455
2002-06-01,1.7320000000000000
2002-07-01,1.7136363636363636
2002-08-01,1.6472727272727273
2002-09-01,1.6590000000000000
2002-10-01,1.6100000000000000
2002-11-01,1.2547368421052632
2002-12-01,1.2109523809523810
2003-01-01,1.1890476190476190
2003-02-01,1.1852631578947368
2003-03-01,1.1509523809523810
2003-04-01,1.1523809523809524
2003-05-01,1.0880952380952381
2003-06-01,0.93619047619047619048
2003-07-01,0.92045454545454545455
2003-08-01,0.96904761904761904762
2003-09-01,0.95523809523809523810
2003-10-01,0.94181818181818181818
2003-11-01,0.95222222222222222222
2003-12-01,0.91454545454545454545
2004-01-01,0.90050000000000000000
2004-02-01,0.94473684210526315789
2004-03-01,0.95347826086956521739
2004-04-01,0.95809523809523809524
2004-05-01,1.03950000000000000000
2004-06-01,1.2880952380952381
2004-07-01,1.3576190476190476
2004-08-01,1.5031818181818182
2004-09-01,1.6814285714285714
2004-10-01,1.7945000000000000
2004-11-01,2.1075000000000000
2004-12-01,2.2227272727272727
2005-01-01,2.3710000000000000
2005-02-01,2.5794736842105263
2005-03-01,2.7959090909090909
2005-04-01,2.8366666666666667
2005-05-01,2.9019047619047619
2005-06-01,3.0363636363636364
2005-07-01,3.2875000000000000
2005-08-01,3.5182608695652174
2005-09-01,3.4942857142857143
2005-10-01,3.7925000000000000
2005-11-01,3.9745000000000000
2005-12-01,3.9709523809523810
2006-01-01,4.3360000000000000
2006-02-01,4.5394736842105263
2006-03-01,4.6278260869565217
2006-04-01,4.7215789473684211
2006-05-01,4.8363636363636364
2006-06-01,4.9177272727272727
2006-07-01,5.0765000000000000
2006-08-01,5.0904347826086957
2006-09-01,4.9300000000000000
2006-10-01,5.0461904761904762
2006-11-01,5.0733333333333333
2006-12-01,4.9730000000000000
2007-01-01,5.1052380952380952
2007-02-01,5.1631578947368421
2007-03-01,5.0800000000000000
2007-04-01,5.0066666666666667
2007-05-01,4.8677272727272727
2007-06-01,4.7419047619047619
2007-07-01,4.9609523809523810
2007-08-01,4.3169565217391304
2007-09-01,3.9942105263157895
2007-10-01,4.0027272727272727
2007-11-01,3.3545000000000000
2007-12-01,3.0665000000000000
2008-01-01,2.8200000000000000
2008-02-01,2.1740000000000000
2008-03-01,1.2835000000000000
2008-04-01,1.3118181818181818
2008-05-01,1.7642857142857143
2008-06-01,1.8904761904761905
2008-07-01,1.6550000000000000
2008-08-01,1.7528571428571429
2008-09-01,1.1466666666666667
2008-10-01,0.68590909090909090909
2008-11-01,0.19388888888888888889
2008-12-01,0.03409090909090909091
2009-01-01,0.12950000000000000000
2009-02-01,0.29526315789473684211
2009-03-01,0.21590909090909090909
2009-04-01,0.15809523809523809524
2009-05-01,0.17700000000000000000
2009-06-01,0.17863636363636363636
2009-07-01,0.18363636363636363636
2009-08-01,0.17190476190476190476
2009-09-01,0.12333333333333333333
2009-10-01,0.07428571428571428571
2009-11-01,0.05210526315789473684
2009-12-01,0.05454545454545454545
2010-01-01,0.06157894736842105263
2010-02-01,0.10894736842105263158
2010-03-01,0.15043478260869565217
2010-04-01,0.16227272727272727273
2010-05-01,0.16000000000000000000
2010-06-01,0.12363636363636363636
2010-07-01,0.15761904761904761905
2010-08-01,0.15500000000000000000
2010-09-01,0.15190476190476190476
2010-10-01,0.13450000000000000000
2010-11-01,0.14300000000000000000
2010-12-01,0.14090909090909090909
2011-01-01,0.15200000000000000000
2011-02-01,0.13210526315789473684
2011-03-01,0.10043478260869565217
2011-04-01,0.05850000000000000000
2011-05-01,0.04095238095238095238
2011-06-01,0.03727272727272727273
2011-07-01,0.03750000000000000000
2011-08-01,0.02434782608695652174
2011-09-01,0.01380952380952380952
2011-10-01,0.01900000000000000000
2011-11-01,0.01400000000000000000
2011-12-01,0.01142857142857142857
2012-01-01,0.03450000000000000000
2012-02-01,0.09200000000000000000
2012-03-01,0.08409090909090909091
2012-04-01,0.08380952380952380952
2012-05-01,0.08954545454545454545
2012-06-01,0.09142857142857142857
2012-07-01,0.09714285714285714286
2012-08-01,0.10260869565217391304
2012-09-01,0.10526315789473684211
2012-10-01,0.10476190476190476190
2012-11-01,0.09350000000000000000
2012-12-01,0.07000000000000000000
2013-01-01,0.07428571428571428571
2013-02-01,0.09894736842105263158
2013-03-01,0.08700000000000000000
2013-04-01,0.06000000000000000000
2013-05-01,0.04409090909090909091
2013-06-01,0.05050000000000000000
2013-07-01,0.03545454545454545455
2013-08-01,0.04363636363636363636
2013-09-01,0.01600000000000000000
2013-10-01,0.04727272727272727273
2013-11-01,0.06789473684210526316
2013-12-01,0.06666666666666666667
2014-01-01,0.04333333333333333333
2014-02-01,0.05263157894736842105
2014-03-01,0.05238095238095238095
2014-04-01,0.03095238095238095238
2014-05-01,0.03238095238095238095
2014-06-01,0.03571428571428571429
2014-07-01,0.02636363636363636364
2014-08-01,0.03285714285714285714
2014-09-01,0.02000000000000000000
2014-10-01,0.01681818181818181818
2014-11-01,0.02166666666666666667
2014-12-01,0.02909090909090909091
2015-01-01,0.02750000000000000000
2015-02-01,0.01789473684210526316
2015-03-01,0.02772727272727272727
2015-04-01,0.02318181818181818182
2015-05-01,0.01650000000000000000
2015-06-01,0.01500000000000000000
2015-07-01,0.03227272727272727273
2015-08-01,0.07190476190476190476
2015-09-01,0.02428571428571428571
2015-10-01,0.01666666666666666667
2015-11-01,0.12631578947368421053
2015-12-01,0.22863636363636363636
2016-01-01,0.25736842105263157895
2016-02-01,0.31450000000000000000
2016-03-01,0.29727272727272727273
2016-04-01,0.22809523809523809524
2016-05-01,0.27666666666666666667
2016-06-01,0.27272727272727272727
2016-07-01,0.30100000000000000000
2016-08-01,0.29956521739130434783
2016-09-01,0.29428571428571428571
2016-10-01,0.33150000000000000000
2016-11-01,0.45250000000000000000
2016-12-01,0.51190476190476190476
2017-01-01,0.51900000000000000000
2017-02-01,0.52631578947368421053
2017-03-01,0.74782608695652173913
2017-04-01,0.80842105263157894737
2017-05-01,0.90318181818181818182
2017-06-01,0.99909090909090909091
2017-07-01,1.0865000000000000
2017-08-01,1.03217391304347826087
2017-09-01,1.04650000000000000000
2017-10-01,1.0933333333333333
2017-11-01,1.2504761904761905
2017-12-01,1.3415000000000000
2018-01-01,1.4323809523809524
2018-02-01,1.5878947368421053
2018-03-01,1.7266666666666667
2018-04-01,1.7880952380952381
2018-05-01,1.8995454545454545
2018-06-01,1.9352380952380952
2018-07-01,1.9947619047619048
2018-08-01,2.0726086956521739
2018-09-01,2.1652631578947368
2018-10-01,2.2931818181818182
2018-11-01,2.3740000000000000
2018-12-01,2.4121052631578947
2019-01-01,2.4238095238095238
2019-02-01,2.4378947368421053
2019-03-01,2.4538095238095238
2019-04-01,2.4328571428571429
2019-05-01,2.4031818181818182
2019-06-01,2.2195000000000000
2019-07-01,2.1450000000000000
2019-08-01,1.9904545454545455
2019-09-01,1.9345000000000000
2019-10-01,1.6786363636363636
2019-11-01,1.5721052631578947
2019-12-01,1.5652380952380952
2020-01-01,1.5523809523809524
2020-02-01,1.5447368421052632
2020-03-01,0.29545454545454545455
2020-04-01,0.13809523809523809524
2020-05-01,0.12750000000000000000
2020-06-01,0.15954545454545454545
2020-07-01,0.12681818181818181818
2020-08-01,0.10428571428571428571
2020-09-01,0.10857142857142857143
2020-10-01,0.10047619047619047619
2020-11-01,0.09105263157894736842
2020-12-01,0.08727272727272727273
2021-01-01,0.08368421052631578947
2021-02-01,0.04263157894736842105
2021-03-01,0.03130434782608695652
2021-04-01,0.02090909090909090909
2021-05-01,0.01800000000000000000
2021-06-01,0.03590909090909090909
2021-07-01,0.05238095238095238095
2021-08-01,0.05454545454545454545
2021-09-01,0.04190476190476190476
2021-10-01,0.05200000000000000000
2021-11-01,0.05150000000000000000
2021-12-01,0.05863636363636363636
2022-01-01,0.14550000000000000000
2022-02-01,0.31473684210526315789
2022-03-01,0.44739130434782608696
2022-04-01,0.76350000000000000000
2022-05-01,0.99285714285714285714
2022-06-01,1.5385714285714286
2022-07-01,2.2980000000000000
2022-08-01,2.7217391304347826
